OBJECTID,COMPKEY,COMPTYPE,UNITID,DESCRIPTION,UNITDESC,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDDTTM,MODDTTM,OWNERSHIP,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,JOINTOWNERSHIPYN,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,LASTSIGNALOPTDT,PEDPSHINSTALLDT,NUM_ATTACHMENTS
665,273463,74,SGL-704,0,PHINNEY AVE N AND N 36TH ST                                                                                                                                                                                                                                    ,1,27024,22720,SEMI,NORTH,1989/09/01 00:00:00+00,2005/03/17 17:13:43+00,2020/03/09 00:00:00+00,SDOT,GOOD,2008/03/31 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT6, ,N,N,LEDCD,"STD, APS-PLNUPD","4, 8",1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2-Typ1+,FIBER,MMU2-16LEi,EMER,, ,Y,"M52, LC8000, M60",EDI,2020/03/03 00:00:00+00,1970/01/01 00:00:00+00,2020/03/03 00:00:00+00,0
666,273464,74,SGL-236,0,15TH AVE NW AND NW 70TH ST                                                                                                                                                                                                                                     ,1,23926,2332,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:44+00,2019/05/28 00:00:00+00,SDOT,FAIR,2008/05/20 00:00:00+00,INSVC,2011/03/11 00:00:00+00,1,, ,CITY,DISTRICT6, ,N,N,LEDCD,"STD, NONSTD","3, 1",3011/03/10 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,6TS2,FIBER,MMU-16LEip,,, ,N,"M52, LC8000, M52",EDI,2019/05/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
667,273465,74,SGL-80,0,6TH AVE AND UNIVERSITY ST                                                                                                                                                                                                                                      ,1,29914,40710,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:44+00,2020/04/01 00:00:00+00,SDOT,FAIR,2008/09/17 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,N," , M34, M34",EDI,2020/03/10 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
668,273466,74,SGL-283,0,3RD AVE NW AND NW MARKET ST                                                                                                                                                                                                                                    ,1,25334,12335,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:44+00,2019/03/06 00:00:00+00,SDOT,POOR,2008/04/07 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT6, ,N,N,NEON,STD,6,1970/01/01 00:00:00+00,12,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,6TS2,FIBER,MMU2-16LEi,,, ,Y,"LMD9200, LMD8000, M52",EDI,2019/02/27 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
669,273467,74,SGL-245,0,24TH AVE NW AND NW 61ST ST                                                                                                                                                                                                                                     ,1,25123,11116,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:45+00,2019/02/28 00:00:00+00,SDOT,POOR,2008/03/10 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,HALFPED,DISTRICT6, ,N,Y,"INCAND, NEON",STD,2,1970/01/01 00:00:00+00,"2, 2",1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LSM6,,, ,N,"LC8000, M34",EAGLE,2019/02/20 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
670,273468,74,SGL-713,0,STONE AVE N AND N 130TH ST                                                                                                                                                                                                                                     ,1,35762,219309,SEMI,NORTH,1989/06/27 00:00:00+00,2005/03/17 17:13:45+00,2019/01/09 00:00:00+00,SDOT,FAIR,2008/07/12 00:00:00+00,INSVC,2013/10/08 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,STD,4,2013/10/08 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,EMER,, ,Y,"M34, LC8000",EDI,2019/01/07 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
671,273470,74,SGL-710,0,6TH AVE S AND S FOREST ST                                                                                                                                                                                                                                      ,1,31377,51717,SEMI,SOUTH,2005/11/30 00:00:00+00,2005/03/17 17:13:45+00,2020/07/02 00:00:00+00,SDOT,POOR,2008/05/07 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT2, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"11, 5",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,,, ,N,"M34, M34",EDI,2020/07/02 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
672,273471,74,SGL-408,0,1ST AVE NE AND NE 145TH ST                                                                                                                                                                                                                                     ,1,35906,220502,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:46+00,2019/01/09 00:00:00+00,SDOT,FAIR,2008/09/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,STD,4,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-6,,, ,N,M52,EDI,2019/01/04 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
673,273472,74,SGL-172,0,1ST AVE AND WALL ST                                                                                                                                                                                                                                            ,1,29691,39546,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:46+00,2020/06/18 00:00:00+00,SDOT,POOR,2008/08/14 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT7, ,N,N,"INCAND, NEON",,,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,EMER,, ,N,"M34, M60",TCT,2020/04/18 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
674,273473,74,SGL-563,0,RAINIER AVE S AND S WALDEN ST                                                                                                                                                                                                                                  ,1,32416,58119,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:46+00,2019/07/31 00:00:00+00,SDOT,POOR,2008/08/06 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,LEDCD,STD,4,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2TS2-Typ 2,FIBER,MMU-16LEip,EMER,, ,N,"M52, LMD9200",EDI,2019/07/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
675,273474,74,SGL-951,0,SUNNYSIDE AVE N AND EAST GREEN LAKE WAY N                                                                                                                                                                                                                      ,1,24588,5732,SEMI,NORTH,2000/01/21 00:00:00+00,2005/03/17 17:13:46+00,2019/04/09 00:00:00+00,SDOT,POOR,2008/08/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,HALFPED,DISTRICT6, ,N,Y,NEON,,,1970/01/01 00:00:00+00,4,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LSM6,,, ,Y,"LC40, M34",TCT,2019/04/03 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
676,273475,74,SGL-282,0,PHINNEY AVE N AND N 55TH ST                                                                                                                                                                                                                                    ,1,25637,13701,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:47+00,2019/02/19 00:00:00+00,SDOT,POOR,2008/03/28 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"8, 4",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,NSM-6,EMER,, ,Y,"M52, LC8000",EAGLE,2019/02/05 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
677,273476,74,SGL-610,0,CORSON AVE S AND EAST MARGINAL WAY S                                                                                                                                                                                                                           ,1,34187,71118,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:47+00,2020/04/01 00:00:00+00,SDOT,POOR,2008/09/05 00:00:00+00,INSVC,2009/07/22 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"NEON, LED","STD, NONSTD","2, 2",1970/01/01 00:00:00+00,"7, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,6TS2,COPPER,MMU2-16LEi,,, ,N,"M52, M34",EDI,2020/04/12 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
678,273477,74,SGL-656,0,DELRIDGE WAY SW AND SW HENDERSON ST                                                                                                                                                                                                                            ,1,34871,76314,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:48+00,2020/01/23 00:00:00+00,SDOT,POOR,2008/08/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT1, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"13, 3",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,6TS2,FIBER,MMU2-16LEi,,EMER, ,N,"LMD9200, LMD9200, ATC-1000",EDI,2020/01/22 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
679,273478,74,SGL-273,0,AURORA AVE N AND N 130TH ST                                                                                                                                                                                                                                    ,1,35828,219720,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:48+00,2019/03/15 00:00:00+00,SDOT,FAIR,2008/04/15 00:00:00+00,INSVC,2011/03/11 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,NAV-4W-PPB,8,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,Y,6TS2,FIBER,MMU2-16LEi,EMER,, ,Y,"M34, M52, M52",EDI,2019/03/09 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,32
680,273480,74,SGL-837,0,47TH AVE SW AND FAUNTLEROY WAY SW                                                                                                                                                                                                                              ,1,33917,68734,PRE,SOUTH,1992/07/28 00:00:00+00,2005/03/17 17:13:48+00,2020/01/30 00:00:00+00,SDOT,POOR,1970/01/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,HALFPED,DISTRICT1, ,N,Y,NEON,STD,2,1970/01/01 00:00:00+00,4,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-6,,, ,Y,"LC8000, LC8000",EDI,2020/01/29 00:00:00+00,1970/01/01 00:00:00+00,1992/07/28 00:00:00+00,0
681,273481,74,SGL-687,0,GREENWOOD AVE N AND N 110TH ST                                                                                                                                                                                                                                 ,1,36398,225710,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:48+00,2019/01/14 00:00:00+00,SDOT,POOR,2008/03/18 00:00:00+00,INSVC,2009/10/22 00:00:00+00,1,, ,HALFPED,DISTRICT5, ,N,Y,LEDCD,"TACTILE, NAV-2W-PPB","2, 4",1970/01/01 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-12,,, ,Y,"M52, LC40",TCT,2019/01/07 00:00:00+00,1970/01/01 00:00:00+00,2009/10/22 00:00:00+00,0
682,273482,74,SGL-584,0,EAST MARGINAL WAY S AND S HANFORD ST                                                                                                                                                                                                                           ,1,32154,56103,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:48+00,2020/04/21 00:00:00+00,SDOT,POOR,2008/09/04 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT2, ,N,N,"NEON, LED",STD,8,1970/01/01 00:00:00+00,"14, 2",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,N,N,3TS2,FIBER,MMU2-16LEi,,, ,N,"M34, M52,  ",EDI,2020/04/14 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
683,273483,74,SGL-479,0,12TH AVE AND E PINE ST                                                                                                                                                                                                                                         ,1,29740,40115,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:48+00,2020/01/22 00:00:00+00,SDOT,FAIR,2008/03/19 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT3, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,EMER,, ,N,"M34, LC40, LC40",EDI,2020/01/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
684,273484,74,SGL-724,0,LINDEN AVE N BETWEEN N 130TH ST AND N 135TH ST                                                                                                                                                                                                                 ,11453,1, ,SEMI,NORTH,1991/01/19 00:00:00+00,2005/03/17 17:13:48+00,2019/01/15 00:00:00+00,SDOT,GOOD,2012/11/01 00:00:00+00,INSVC,2012/11/01 00:00:00+00,,, , ,DISTRICT5, ,N,Y,LEDCD,BULLDOG,2,2012/11/01 00:00:00+00,2,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,, ,N,M34,TCT,2019/01/03 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
685,273486,74,SGL-73,0,4TH AVE AND UNIVERSITY ST                                                                                                                                                                                                                                      ,1,29931,40728,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:48+00,2020/04/01 00:00:00+00,SDOT,FAIR,2008/09/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2,COPPER,MMU-16LEip,EMER,, ,N,"M34,  ,  , M52",EDI,2020/03/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
686,273487,74,SGL-849,0,35TH AVE SW AND SW TRENTON ST                                                                                                                                                                                                                                  ,1,34715,75301,SEMI,SOUTH,1995/07/27 00:00:00+00,2005/03/17 17:13:49+00,2020/05/04 00:00:00+00,SDOT,POOR,2008/08/15 00:00:00+00,INSVC,2009/09/02 00:00:00+00,1,, ,CITY,DISTRICT1, ,N,N,LEDCD,STD,4,2015/05/05 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,NSM-6,EMER,, ,N,"LMD9200, M60",EDI,2020/01/27 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
687,273488,74,SGL-752,0,LAKE CITY WAY NE AND NE NORTHGATE WAY                                                                                                                                                                                                                          ,1,36659,227312,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:49+00,2019/02/21 00:00:00+00,SDOT,POOR,2008/08/05 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,NEON,STD,2,1970/01/01 00:00:00+00,12,1970/01/01 00:00:00+00,N,,N,N,Y,Y,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,NSM-12,EMER,, ,N,M52,EDI,2019/02/19 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
688,273489,74,SGL-550,0,RAINIER AVE S AND S HOLLY ST                                                                                                                                                                                                                                   ,1,34420,73128,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:49+00,2020/02/27 00:00:00+00,SDOT,FAIR,2008/08/07 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,LEDCD,STD,4,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,LT216E,EMER,, ,N,"M52, LMD8000",EAGLE,2020/02/24 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
689,273491,74,SGL-930,0,14TH AVE S AND S HILL ST                                                                                                                                                                                                                                       ,1,31255,51131,SEMI,SOUTH,1998/08/12 00:00:00+00,2005/03/17 17:13:49+00,2020/06/11 00:00:00+00,SDOT,FAIR,2014/04/29 00:00:00+00,INSVC,2014/04/29 00:00:00+00,3,, ,HALFPED,DISTRICT2, ,N,Y,LEDCD,STD,2,2014/04/28 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,, ,Y,LC8000,EDI,2020/06/11 00:00:00+00,1970/01/01 00:00:00+00,1998/08/12 00:00:00+00,0
690,273492,74,SGL-102,0,41ST AVE SW AND SW ADMIRAL WAY                                                                                                                                                                                                                                 ,1,31064,48323,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:49+00,2020/02/18 00:00:00+00,SDOT,FAIR,2008/08/26 00:00:00+00,INSVC,2011/03/11 00:00:00+00,1,, ,CITY,DISTRICT1, ,N,N,LEDCD,,,2011/03/02 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,N,"LMD9200, M60",EDI,2020/02/10 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
691,273494,74,SGL-498,0,20TH AVE S AND S JACKSON ST                                                                                                                                                                                                                                    ,1,30754,45543,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:49+00,2019/08/06 00:00:00+00,SDOT,POOR,2008/05/14 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT3, ,N,N,LEDCD,NONSTD,4,2014/04/29 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1, ,NSM-6,,, ,N,M34,EDI,2019/08/05 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
